0.00100000000000000	0
0.00200000000000000	0
0.00300000000000000	0
0.00400000000000000	0
0.00500000000000000	0
0.00600000000000000	0
0.00700000000000000	0
0.00800000000000000	0
0.00900000000000000	0
0.0100000000000000	0
0.0110000000000000	0
0.0120000000000000	0
0.0130000000000000	10.6390000000000
0.0140000000000000	248.050000000000
0.0150000000000000	1660.50000000000
0.0160000000000000	7429.50000000000
0.0170000000000000	24296
0.0180000000000000	62165
0.0190000000000000	132640
0.0200000000000000	245740
0.0210000000000000	406790
0.0220000000000000	615180
0.0230000000000000	863990
0.0240000000000000	1144600
0.0250000000000000	1443500
0.0260000000000000	1753900
0.0270000000000000	2061900
0.0280000000000000	2357500
0.0290000000000000	2643100
0.0300000000000000	2898900
0.0310000000000000	3124700
0.0320000000000000	3332500
0.0330000000000000	3512900
0.0340000000000000	3664800
0.0350000000000000	3792700
0.0360000000000000	3891600
0.0370000000000000	3965800
0.0380000000000000	4024600
0.0390000000000000	4063500
0.0400000000000000	4082200
0.0410000000000000	4090200
0.0420000000000000	4087200
0.0430000000000000	4069200
0.0440000000000000	4040700
0.0450000000000000	4006200
0.0460000000000000	3966200
0.0470000000000000	3915600
0.0480000000000000	3859700
0.0490000000000000	3803100
0.0500000000000000	3740900
0.0510000000000000	3673400
0.0520000000000000	3605300
0.0530000000000000	3536900
0.0540000000000000	3468000
0.0550000000000000	3398600
0.0560000000000000	3324100
0.0570000000000000	3249200
0.0580000000000000	6994500
0.0590000000000000	13600000
0.0600000000000000	9714700
0.0610000000000000	2966600
0.0620000000000000	2895400
0.0630000000000000	2824000
0.0640000000000000	2752400
0.0650000000000000	2685600
0.0660000000000000	2618600
0.0670000000000000	4795700
0.0680000000000000	4733800
0.0690000000000000	3012500
0.0700000000000000	2798700
0.0710000000000000	2008200
0.0720000000000000	1964900
0.0730000000000000	1921500
0.0740000000000000	1878100
0.0750000000000000	1839500
0.0760000000000000	1796000
0.0770000000000000	1752400
0.0780000000000000	1713700
0.0790000000000000	1675000
0.0800000000000000	1631300
0.0810000000000000	1587500
0.0820000000000000	1548600
0.0830000000000000	1509900
0.0840000000000000	1470900
0.0850000000000000	1431900
0.0860000000000000	1392900
0.0870000000000000	1353900
0.0880000000000000	1315000
0.0890000000000000	1280800
0.0900000000000000	1246600
0.0910000000000000	1207500
0.0920000000000000	1173400
0.0930000000000000	1139200
0.0940000000000000	1100000
0.0950000000000000	1065800
0.0960000000000000	1031600
0.0970000000000000	996070
0.0980000000000000	963300
0.0990000000000000	929730
0.100000000000000	896820
0.101000000000000	864380
0.102000000000000	831850
0.103000000000000	799680
0.104000000000000	767740
0.105000000000000	736180
0.106000000000000	704720
0.107000000000000	673310
0.108000000000000	642200
0.109000000000000	611070
0.110000000000000	580370
0.111000000000000	549740
0.112000000000000	518920
0.113000000000000	488360
0.114000000000000	457420
0.115000000000000	426650
0.116000000000000	395730
0.117000000000000	364250
0.118000000000000	332470
0.119000000000000	299060
0.120000000000000	265260
0.121000000000000	231820
0.122000000000000	198550
0.123000000000000	157260
0.124000000000000	98800
0.125000000000000	32590
