# TOPAS Version: 3.9
# Parameter File: hit_detector.txt
# Results for scorer: Case1BinnedByIncidentTrackEnergy
# Scored in component: Phantom
# EnergyDeposit ( MeV ) : Sum   
9.36011791229248
